symbol,direction,entry_date,entry_price,exit_date,exit_price,reason,pnl_usd,pnl_pct,bars_held,atr_at_entry,risk_per_trade
BTCUSDT,long,2025-07-05,108264.14298500001,2025-07-05,107855.403855,stop,-191.0482642319545,-0.003775387849850209,1,90.0990056229544,0.01
BTCUSDT,long,2025-07-05,108284.183,2025-07-05,107979.56733,stop,-141.8162527640138,-0.002813113250344279,1,86.72999158064545,0.01
BTCUSDT,long,2025-07-05,108340.277015,2025-07-05,108026.18729500001,stop,-145.74012204776002,-0.002899103903495681,1,80.71803423052575,0.01
BTCUSDT,long,2025-07-06,108171.343995,2025-07-06,107841.34497500001,stop,-152.91668661260434,-0.003050706479298615,1,58.4671245692516,0.01
BTCUSDT,long,2025-07-06,108242.10998500002,2025-07-06,107961.25484000001,stop,-129.6622815969681,-0.0025946939230853117,1,58.11675536838525,0.01
BTCUSDT,long,2025-07-06,108198.04398500001,2025-07-06,107828.943605,stop,-170.02950155082428,-0.0034113405973511535,1,69.50311494486887,0.01
BTCUSDT,long,2025-07-06,108252.926185,2025-07-06,108298.837705,target,21.066731808815288,0.0004241134315532413,4,58.74735676352174,0.01
BTCUSDT,long,2025-07-15,117309.72103000002,2025-07-15,116569.37326500002,stop,-313.6180560545895,-0.006311052131908745,4,363.7227573806544,0.01
BTCUSDT,long,2025-07-15,118232.56322,2025-07-15,116803.79111,stop,-596.7268911330387,-0.012084421339503715,6,450.8987688282741,0.01
BTCUSDT,long,2025-07-15,117084.62389,2025-07-15,116194.256785,trailing,-370.97003035145354,-0.007604475083222595,10,581.4696653301203,0.01
BTCUSDT,long,2025-07-18,117976.710015,2025-07-18,117198.69786,stop,-319.2599804397368,-0.006594624946746563,2,381.17111069394076,0.01
BTCUSDT,long,2025-07-18,118101.72726,2025-07-19,117700.75364500002,trailing,-163.282797978197,-0.003395154535862477,58,283.20639966081404,0.01
