variant,pair,direction,entry_ts,entry_price_a,entry_price_b,exit_ts,exit_price_a,exit_price_b,pnl_pct,bars_held,z_at_entry,z_at_exit,funding_ema_at_entry,exit_reason
A,ETHUSDT/SOLUSDT,long_a_short_b,2024-01-02T06:00:00,2381.44,112.88,2024-01-02T06:30:00,2373.86,112.64,-0.0018567964667370643,2,-2.77262148891691,-2.7426399947399296,0.0003803173104774142,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2024-01-02T07:00:00,2381.44,114.46,2024-01-02T07:30:00,2385.84,114.47,0.0009602548414124008,2,-3.3270528850804446,-3.096110721109717,0.0003803173104774142,regime_break
A,ETHUSDT/SOLUSDT,long_a_short_b,2024-01-02T09:00:00,2422.95,116.52,2024-01-02T09:30:00,2413.77,115.87,0.0009896715813291442,2,-2.9635942055652027,-2.7755482529079147,0.00040966901926021103,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2024-01-02T10:00:00,2407.27,115.83,2024-01-02T10:30:00,2398.14,115.29,6.932664915184695e-05,2,-2.793773422329947,-2.6648608322265446,0.00040966901926021103,confluence_lost
A,ETHUSDT/SOLUSDT,long_a_short_b,2024-01-02T11:00:00,2397.44,115.12,2024-01-02T12:00:00,2399.88,114.01,0.009859864847266331,3,-2.5321099598180203,-1.9488122361172555,0.00040966901926021103,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2024-01-06T05:30:00,2235.19,94.41,2024-01-06T06:00:00,2227.0,92.9,-0.013129950385772448,2,3.1983877688185904,3.6890392922953206,0.0001377696371482246,regime_break
A,ETHUSDT/SOLUSDT,short_a_long_b,2024-01-06T06:30:00,2219.34,92.03,2024-01-06T07:00:00,2230.39,93.45,0.009650793459950036,2,3.790773122292186,3.146090263596288,0.0001377696371482246,regime_break
A,ETHUSDT/SOLUSDT,short_a_long_b,2024-01-06T07:30:00,2233.12,94.5,2024-01-06T09:30:00,2234.6,95.02,0.004039895628030666,5,2.5795751022346614,2.140112651295084,0.0001377696371482246,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2024-01-07T23:00:00,2211.04,87.98,2024-01-07T23:30:00,2221.42,89.44,0.011100057264558672,2,2.6367177428623227,2.218870421433128,0.00011075029706769313,confluence_lost
A,ETHUSDT/SOLUSDT,short_a_long_b,2024-01-08T03:00:00,2175.52,85.66,2024-01-08T03:30:00,2190.87,87.25,0.010705971414462079,2,2.7273243378723304,2.3051176672028846,0.00010836134216376133,confluence_lost
